Feature ID	score	A	B	T	idQM	idQA	idQB	idAB	idQT	LY	LN	LA	RY	RN	RA	div	YN
252937;size=1	0.2304	827109;size=2	585110;size=24	585110;size=24	90.2	81.3	86.6	78.0	86.6	16	7	16	23	1	0	3.7	N
252964;size=1	1.5949	236255;size=185	284815;size=14	236255;size=185	96.7	89.7	86.0	81.1	89.7	26	0	0	18	1	7	7.0	Y
253010;size=1	0.0492	4367517;size=2	776186;size=2	4367517;size=2	86.5	85.2	84.4	81.9	85.2	5	0	1	16	13	18	1.3	N
253088;size=1	0.0168	823907;size=2	238280;size=4	238280;size=4	87.3	83.6	86.9	88.5	86.9	2	1	3	15	6	21	0.4	N
253298;size=1	0.0377	532857;size=2	783299;size=2	783299;size=2	84.6	78.1	83.4	76.1	83.4	4	1	3	30	14	20	1.2	N
253373;size=1	0.0539	4350691;size=3	4227572;size=2	4227572;size=2	94.7	89.8	93.9	91.8	93.9	2	0	4	14	2	7	0.8	N
253374;size=1	0.1267	885942;size=3	203809;size=2	885942;size=3	95.0	94.1	87.9	90.4	94.1	17	0	6	4	2	4	0.8	N
253443;size=1	0.251	1690158;size=2	337786;size=2	1690158;size=2	93.9	91.8	82.0	82.0	91.8	30	1	6	7	2	6	2.0	N
253507;size=1	0.0221	1112108;size=16	218936;size=19	218936;size=19	99.2	97.5	98.8	97.1	98.8	1	0	0	5	1	1	0.4	N
253790;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
254043;size=1	0.4211	841927;size=29	244082;size=2	841927;size=29	98.0	96.4	87.9	86.7	96.4	25	0	1	6	2	2	1.6	Y
254098;size=1	0.0648	206149;size=2	136641;size=4	206149;size=2	94.7	92.7	91.9	91.9	92.7	11	4	1	5	0	8	2.0	N
254153;size=1	0.0584	731014;size=5	257168;size=2	257168;size=2	87.4	84.3	85.7	90.9	85.7	4	0	0	10	3	26	1.7	N
254297;size=1	0.0744	4379915;size=181	4373812;size=5	4373812;size=5	95.3	92.8	93.6	92.8	93.6	4	0	0	9	3	8	1.7	N
254371;size=1	1.1392	4395453;size=4	257474;size=3	4395453;size=4	98.0	94.7	83.3	80.5	94.7	37	1	4	8	0	0	3.3	Y
254386;size=1	0.0484	832844;size=8	1603735;size=2	832844;size=8	89.5	88.6	87.3	87.8	88.6	5	0	0	10	8	17	0.8	N
254402;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
254417;size=1	0.0753	1037355;size=2	1120864;size=2	1037355;size=2	94.3	93.9	82.6	86.2	93.9	30	1	11	1	0	2	0.4	N
254949;size=1	0.1886	341251;size=2	3384225;size=10	341251;size=2	93.5	88.7	85.1	78.6	88.7	24	3	4	17	5	4	4.8	N
255086;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
255087;size=1	0.3942	823609;size=3	3384225;size=10	823609;size=3	95.9	93.5	78.9	76.4	93.5	47	5	3	6	0	2	2.4	Y
2551961;size=1	0.0356	1106524;size=36	4069762;size=4	1106524;size=36	91.1	89.8	86.8	82.6	89.8	16	6	3	10	7	5	1.3	N
2551965;size=1	0.1304	1106524;size=36	4350805;size=3	4350805;size=3	98.8	95.9	97.6	95.9	97.6	3	0	1	7	0	2	1.2	N
255335;size=1	1.0546	218456;size=5	207151;size=2	207151;size=2	94.9	80.9	88.9	77.4	88.9	14	0	2	35	2	8	6.0	Y
255363;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
255489;size=1	0.7552	4457838;size=7	4477119;size=7	4457838;size=7	96.7	93.8	82.7	80.2	93.8	34	0	0	10	3	5	2.9	Y
255508;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
255838;size=1	0.9312	219901;size=4	4005545;size=3	4005545;size=3	96.1	87.5	89.7	83.6	89.7	16	1	5	20	0	3	6.5	Y
2562090;size=1	0.063	4106305;size=2	961607;size=8	4106305;size=2	80.5	79.2	78.0	71.2	79.2	6	0	0	24	21	25	1.3	N
256241;size=1	0.0356	4458222;size=114	593659;size=7	593659;size=7	96.6	87.3	96.2	83.5	96.2	1	0	0	30	8	0	0.4	N
256272;size=1	1.1355	4355611;size=6	578362;size=5	4355611;size=6	96.7	88.6	85.3	76.3	88.6	32	4	3	20	0	1	8.2	Y
256335;size=1	0.0085	1112326;size=7	215504;size=2	215504;size=2	96.4	95.6	96.0	98.8	96.0	1	0	8	2	0	1	0.4	N
256432;size=1	0.0307	362710;size=3	742822;size=2	742822;size=2	92.7	90.7	91.5	88.2	91.5	4	1	1	14	9	7	1.2	N
2565166;size=1	0.0362	1142462;size=53	4350805;size=3	4350805;size=3	98.3	94.8	97.8	95.3	97.8	1	0	0	9	1	3	0.4	N
2565169;size=1	0.0388	4352292;size=3	247867;size=2	247867;size=2	93.5	89.5	93.1	85.8	93.1	8	7	3	13	3	3	0.4	N
256613;size=1	0.1715	268366;size=5	205609;size=2	268366;size=5	98.0	97.6	75.1	75.1	97.6	58	2	3	1	0	0	0.4	N
256704;size=1	1.1648	560592;size=6	4444121;size=3	4444121;size=3	97.9	90.5	93.0	87.2	93.0	12	0	1	18	0	4	5.0	Y
256735;size=1	0.0245	222276;size=4	217297;size=8	217297;size=8	93.9	92.2	93.0	94.7	93.0	4	2	8	5	1	4	0.8	N
256783;size=1	0.0362	816377;size=2	579516;size=4	579516;size=4	86.9	84.8	85.7	83.5	85.7	3	0	0	18	13	18	1.3	N
256790;size=1	0.9087	240999;size=2	4458445;size=2	240999;size=2	96.8	89.9	87.0	80.2	89.9	24	0	3	20	3	2	6.9	Y
256891;size=1	0.0405	4348041;size=2	248747;size=2	248747;size=2	89.1	84.9	87.9	90.8	87.9	3	0	8	13	3	15	1.3	N
256977;size=1	0.0553	205839;size=116	240491;size=6	205839;size=116	91.9	91.1	85.1	87.5	91.1	22	5	14	2	0	1	0.8	N
2569952;size=1	0.0789	255448;size=2	4105145;size=4	4105145;size=4	86.8	81.5	84.8	84.4	84.8	5	0	3	20	7	22	2.1	N
257068;size=1	0.0789	915764;size=2	267841;size=2	915764;size=2	92.1	89.5	86.6	83.7	89.5	16	3	6	10	4	6	2.5	N
257467;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
257531;size=1	0.0602	573529;size=2	27571;size=2	573529;size=2	97.6	96.4	94.8	93.5	96.4	9	2	1	4	1	2	1.2	N
257611;size=1	0.0322	534805;size=2	207912;size=2	534805;size=2	89.4	88.1	86.8	93.6	88.1	7	1	20	4	1	3	1.3	N
257714;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
2579213;size=1	1.4668	571500;size=15	284815;size=14	284815;size=14	97.1	88.1	89.7	81.9	89.7	18	0	0	23	1	6	7.4	Y
258402;size=1	0.5855	220798;size=22	641612;size=3	641612;size=3	99.6	95.5	96.4	92.7	96.4	8	0	0	10	0	1	3.2	Y
2591424;size=1	0.0821	1106823;size=5	4416965;size=8	4416965;size=8	91.6	86.2	90.4	90.8	90.4	3	0	0	16	3	17	1.3	N
259383;size=1	0.6854	277604;size=30	762252;size=7	277604;size=30	96.3	93.8	80.9	78.0	93.8	37	0	0	10	4	5	2.5	Y
259872;size=1	0.1082	2309099;size=2	4417089;size=2	2309099;size=2	93.2	91.6	86.9	88.2	91.6	19	4	10	4	0	2	1.7	N
261435;size=1	0.0689	2582923;size=10	837837;size=3	2582923;size=10	89.4	88.5	77.9	75.3	88.5	32	5	6	10	8	6	0.9	N
2616879;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
2616888;size=1	0.0168	542118;size=2	532390;size=2	542118;size=2	91.4	91.0	88.2	90.6	91.0	14	6	15	1	0	0	0.4	N
2618787;size=1	1.1279	4425887;size=17	541715;size=18	541715;size=18	97.9	88.6	89.5	80.6	89.5	21	1	2	23	1	1	8.4	Y
2620652;size=1	0.1244	1037355;size=2	151986;size=2	1037355;size=2	93.8	93.4	74.9	76.5	93.4	48	2	11	2	1	1	0.4	N
2625114;size=1	0.071	564848;size=2	223170;size=2	564848;size=2	96.6	94.9	94.5	92.4	94.9	5	0	1	8	4	3	1.7	N
262768;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
262773;size=1	0.0528	4337838;size=4	905841;size=2	4337838;size=4	81.4	77.7	76.5	75.7	77.7	23	11	20	11	2	13	3.6	N
2629528;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
263957;size=1	0.0775	3650302;size=2	1053711;size=8	3650302;size=2	88.4	84.9	82.8	79.3	84.9	23	10	14	10	2	1	3.4	N
2648542;size=1	0.0161	329628;size=91	4303009;size=3	329628;size=91	95.4	95.0	93.7	94.5	95.0	7	3	4	2	1	3	0.4	N
265043;size=1	1.8564	250714;size=7	589700;size=2	250714;size=7	99.2	94.7	84.8	80.2	94.7	35	0	0	12	1	1	4.5	Y
266321;size=1	0.0299	855511;size=25	970732;size=4	970732;size=4	91.6	89.5	90.3	89.5	90.3	7	4	11	7	2	3	1.3	N
266730;size=1	1.7857	1066562;size=85	832287;size=39	1066562;size=85	100.0	96.8	88.7	85.4	96.8	28	0	0	8	0	0	3.2	Y
267564;size=1	1.1019	510347;size=6	2216508;size=27	510347;size=6	96.7	93.4	79.1	77.9	93.4	44	1	5	8	0	2	3.3	Y
2679700;size=1	0.054	4397272;size=5	268729;size=2	268729;size=2	96.0	91.1	95.2	90.3	95.2	2	0	0	17	5	5	0.8	N
268117;size=1	0.0442	235884;size=8	2261663;size=31	2261663;size=31	79.7	74.6	76.7	75.4	76.7	18	11	10	14	2	25	3.0	N
268219;size=1	1.3951	571500;size=15	4474039;size=38	4474039;size=38	99.6	75.1	98.0	73.1	98.0	5	1	0	60	0	0	1.6	Y
268513;size=1	0.0528	562089;size=3	873968;size=4	562089;size=3	93.5	91.5	91.1	89.5	91.5	10	4	8	6	1	3	2.0	N
268600;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
2686724;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
270638;size=1	0.0473	1138310;size=2	556931;size=26	1138310;size=2	84.6	82.6	81.0	76.9	82.6	11	2	4	18	13	19	2.0	N
2708428;size=1	0.0255	3998350;size=2	142472;size=2	142472;size=2	90.7	88.2	89.9	90.7	89.9	5	3	7	8	2	10	0.8	N
2708435;size=1	0.0542	114037;size=2	154249;size=2	114037;size=2	89.3	86.3	85.0	82.9	86.3	15	5	3	11	4	13	3.0	N
271018;size=1	0.043	816501;size=2	214169;size=3	816501;size=2	92.6	91.7	89.1	90.9	91.7	9	1	5	5	3	8	0.9	N
271206;size=1	0.0409	207672;size=22	551166;size=3	207672;size=22	96.7	95.4	95.4	96.2	95.4	4	1	7	3	0	0	1.3	N
272162;size=1	0.6551	4337838;size=4	220164;size=5	4337838;size=4	95.2	87.9	85.9	79.0	87.9	25	2	7	19	1	2	7.3	Y
272411;size=1	0.06	4382004;size=3	716037;size=2	716037;size=2	93.4	89.3	91.4	85.7	91.4	6	1	5	17	7	3	2.0	N
2725587;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
273333;size=1	0.0172	1143902;size=19	559411;size=3	559411;size=3	91.4	88.8	90.9	96.6	90.9	1	0	0	6	0	20	0.4	N
273697;size=1	0.067	213804;size=36	277604;size=30	277604;size=30	93.1	78.9	92.7	77.6	92.7	2	1	0	40	5	11	0.4	N
273805;size=1	0.0438	2733664;size=2	4299829;size=3	2733664;size=2	85.5	81.6	80.8	75.2	81.6	22	11	9	16	7	7	3.8	N
2739097;size=1	0.0855	1062966;size=4	613475;size=5	1062966;size=4	92.2	90.9	88.1	90.9	90.9	10	0	3	5	2	14	1.2	N
274338;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
274344;size=1	0.055	612770;size=33	4369698;size=7	612770;size=33	87.2	85.2	79.8	75.3	85.2	24	6	7	14	9	9	2.1	N
274653;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
275285;size=1	0.038	4460028;size=2	780272;size=2	4460028;size=2	89.2	88.7	82.3	81.8	88.7	21	5	9	7	6	5	0.4	N
275333;size=1	0.1003	4377284;size=3	809886;size=7	809886;size=7	91.4	86.5	88.9	87.7	88.9	8	2	5	13	1	13	2.5	N
275471;size=1	0.0608	3993340;size=2	588740;size=2	3993340;size=2	83.8	82.9	79.6	79.2	82.9	10	0	8	18	16	15	0.8	N
275539;size=1	0.1428	207104;size=2	582611;size=4	207104;size=2	86.2	82.2	81.8	75.7	82.2	26	15	18	10	0	1	4.0	N
278167;size=1	0.1978	4332442;size=5	1016118;size=4	4332442;size=5	95.9	94.3	81.2	78.8	94.3	39	3	0	7	3	4	1.6	N
278424;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
278483;size=1	0.5479	999357;size=3	250714;size=7	999357;size=3	99.2	95.4	95.4	92.4	95.4	9	0	0	9	0	2	3.8	Y
278511;size=1	0.0938	78648;size=4	582679;size=4	582679;size=4	96.3	90.9	94.6	88.4	94.6	5	1	0	17	4	4	1.7	N
278735;size=1	0.0592	529786;size=2	663822;size=2	663822;size=2	92.5	87.9	91.7	92.9	91.7	2	0	0	12	1	17	0.8	N
2788509;size=1	0.0548	1126654;size=8	518263;size=2	1126654;size=8	85.8	84.1	76.6	75.7	84.1	29	7	16	9	5	6	1.7	N
279188;size=1	0.0347	836414;size=2	3551;size=6	3551;size=6	83.6	78.3	81.1	72.1	81.1	12	6	8	29	16	10	2.5	N
279315;size=1	0.0137	1112891;size=39	855806;size=23	1112891;size=39	92.8	92.4	90.7	96.6	92.4	6	1	14	1	0	2	0.4	N
279390;size=1	0.0261	687123;size=3	90773;size=10	90773;size=10	93.6	92.3	92.7	94.0	92.7	6	4	9	3	0	2	0.9	N
279408;size=1	0.6919	1116147;size=2	4402182;size=14	1116147;size=2	95.9	88.8	85.5	76.4	88.8	32	7	3	17	0	0	7.0	Y
280287;size=1	2.3116	819540;size=3	113276;size=3	819540;size=3	98.3	91.7	80.8	73.8	91.7	42	0	0	18	2	2	6.7	Y
281956;size=1	0.0241	320175;size=14	807707;size=82	320175;size=14	98.3	97.5	97.5	97.1	97.5	3	1	3	2	0	0	0.8	N
282301;size=1	0.2076	827408;size=18	203809;size=2	827408;size=18	95.7	94.0	82.0	78.1	94.0	34	2	0	9	5	3	1.7	N
282627;size=1	0.0228	831809;size=5	144344;size=4	144344;size=4	88.5	80.2	88.1	86.8	88.1	1	0	6	24	4	18	0.4	N
283637;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
284413;size=1	0.379	588387;size=63	4422318;size=3	4422318;size=3	93.3	85.4	88.8	82.5	88.8	11	0	0	24	5	11	4.6	Y
284672;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
2847692;size=1	0.3382	684207;size=3	3608294;size=2	3608294;size=2	98.3	88.9	96.2	86.8	96.2	6	1	1	23	1	1	2.1	Y
2850541;size=1	0.044	247487;size=2	860839;size=4	860839;size=4	91.9	86.2	91.1	87.0	91.1	4	2	3	18	4	11	0.8	N
285400;size=1	0.1934	543842;size=3	248032;size=39	248032;size=39	97.9	92.9	96.2	91.6	96.2	6	2	1	12	0	2	1.7	N
2855359;size=1	0.3888	216350;size=6	3923761;size=2	3923761;size=2	94.2	84.2	90.8	83.8	90.8	8	0	4	26	2	8	3.3	Y
285726;size=1	0.2342	217710;size=15	1857346;size=2	217710;size=15	94.9	93.6	86.8	85.5	93.6	19	0	0	9	6	6	1.3	N
2864533;size=1	0.0341	1066562;size=85	773596;size=2	1066562;size=85	93.1	91.5	90.7	86.3	91.5	10	4	4	10	6	3	1.6	N
2867525;size=1	0.1234	142472;size=2	812560;size=3	142472;size=2	95.9	94.7	82.1	78.0	94.7	41	7	2	4	1	0	1.2	N
2867946;size=1	0.0726	4380401;size=4	582668;size=5	4380401;size=4	92.0	89.0	88.2	86.9	89.0	11	2	3	12	5	9	3.0	N
286989;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
2873181;size=1	0.1745	831859;size=3	343837;size=5	831859;size=3	93.3	86.7	86.2	77.9	86.7	24	7	5	19	3	1	6.7	N
2881192;size=1	0.3822	1690158;size=2	817671;size=2	1690158;size=2	91.4	88.5	77.0	77.4	88.5	35	0	10	10	3	8	2.9	Y
2894126;size=1	0.064	253724;size=2	773596;size=2	773596;size=2	88.3	81.4	87.0	81.0	87.0	3	0	0	28	11	18	1.2	N
2898606;size=1	0.0784	876951;size=2	2229326;size=4	876951;size=2	96.6	96.2	87.3	89.4	96.2	23	1	7	1	0	0	0.4	N
2901199;size=1	0.085	366851;size=2	795469;size=3	795469;size=3	91.5	86.4	89.4	86.4	89.4	8	3	4	13	1	12	2.1	N
291770;size=1	0.0367	4340447;size=3	707870;size=3	4340447;size=3	90.3	89.9	77.3	77.3	89.9	40	9	14	1	0	0	0.4	N
292083;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
2927689;size=1	0.1423	1918929;size=3	957360;size=2	1918929;size=3	93.2	92.4	70.5	66.2	92.4	59	5	3	8	6	2	0.8	N
2929706;size=1	0.0256	240293;size=3	731633;size=4	240293;size=3	93.2	92.3	91.0	92.7	92.3	7	2	9	4	2	3	0.9	N
2956451;size=1	0.1521	4443078;size=4	238672;size=25	4443078;size=4	89.9	86.1	77.3	72.7	86.1	35	5	4	13	4	11	3.8	N
2957822;size=1	0.0636	4413502;size=2	214620;size=2	214620;size=2	81.1	74.6	76.3	72.4	76.3	19	8	15	20	5	15	4.8	N
2959934;size=1	0.0222	182748;size=9	4402182;size=14	182748;size=9	90.5	89.6	87.9	95.2	89.6	7	1	12	2	0	9	0.9	N
2964237;size=1	0.0542	367313;size=7	1077933;size=3	1077933;size=3	88.5	85.7	86.9	80.7	86.9	4	0	0	24	17	11	1.6	N
2969888;size=1	0.1558	104669;size=2	4421909;size=2	4421909;size=2	94.5	89.0	91.5	86.9	91.5	8	1	4	15	2	6	3.0	N
2984016;size=1	0.0489	144545;size=5	4310044;size=2	4310044;size=2	94.0	88.9	93.2	91.0	93.2	2	0	3	15	3	8	0.9	N
3002428;size=1	0.1926	1532107;size=2	3650302;size=2	3650302;size=2	96.2	92.3	92.7	88.9	92.7	8	0	0	13	4	5	3.4	N
3012993;size=1	0.3385	773596;size=2	4422318;size=3	773596;size=2	98.0	96.0	90.7	88.7	96.0	18	0	2	7	2	1	2.0	Y
3018647;size=1	0.0296	807622;size=9	817787;size=2	817787;size=2	96.4	94.7	95.5	95.5	95.5	2	0	1	6	2	6	0.8	N
3018970;size=1	0.0683	227170;size=10	221801;size=3	221801;size=3	99.2	96.4	98.4	95.5	98.4	2	0	1	8	1	0	0.8	N
3021480;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
302639;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
303605;size=1	0.0243	4412619;size=2	2063978;size=14	2063978;size=14	98.7	96.6	98.3	96.6	98.3	1	0	1	6	1	1	0.4	N
304737;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
305385;size=1	0.1227	100463;size=16	4237649;size=2	4237649;size=2	94.9	88.2	94.1	89.9	94.1	4	2	5	16	0	5	0.8	N
305957;size=1	0.0346	251010;size=6	4360253;size=2	251010;size=6	89.0	87.8	84.1	80.5	87.8	23	11	11	5	2	3	1.2	N
306546;size=1	0.0685	1107556;size=6	585110;size=24	585110;size=24	90.7	87.8	89.4	85.0	89.4	15	12	9	7	0	2	1.2	N
307219;size=1	0.0569	230131;size=2	533522;size=2	230131;size=2	96.6	96.2	91.1	91.5	96.2	14	1	4	2	1	2	0.4	N
3076313;size=1	0.0287	1143296;size=2	590091;size=2	1143296;size=2	91.2	90.8	87.0	90.3	90.8	13	3	11	4	3	4	0.4	N
3077552;size=1	0.182	153982;size=2	784521;size=2	784521;size=2	95.0	87.6	91.3	82.6	91.3	10	1	2	24	6	3	3.7	N
308099;size=1	0.3124	819616;size=10	544639;size=12	819616;size=10	98.8	96.0	94.7	92.3	96.0	11	1	1	7	0	1	2.8	Y
308164;size=1	0.0558	4310038;size=2	319655;size=2	319655;size=2	87.3	77.0	86.1	70.9	86.1	4	1	0	41	16	14	1.2	N
3084964;size=1	0.0614	18546;size=2	4302304;size=7	18546;size=2	90.8	89.5	82.4	78.2	89.5	33	13	7	3	0	2	1.3	N
30868;size=1	0.0346	4372469;size=3	2309099;size=2	4372469;size=3	89.0	87.7	85.2	85.2	87.7	13	4	5	9	6	11	1.3	N
308778;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
308836;size=1	0.0965	648644;size=2	753042;size=4	648644;size=2	96.6	95.3	91.1	89.4	95.3	17	4	4	3	0	0	1.3	N
3088817;size=1	0.5708	4412619;size=2	311668;size=5	4412619;size=2	99.6	97.1	94.2	92.1	97.1	13	0	1	6	0	0	2.5	Y
3094691;size=1	0.4108	913659;size=2	220923;size=2	913659;size=2	98.0	95.1	93.5	92.3	95.1	11	0	3	7	0	2	2.8	Y
3097774;size=1	0.073	830254;size=8	443417;size=3	830254;size=8	90.5	88.0	85.1	83.0	88.0	16	3	6	10	4	10	2.5	N
309897;size=1	0.1846	780272;size=2	217558;size=2	780272;size=2	94.9	94.4	73.5	76.9	94.4	50	0	11	1	0	1	0.4	N
310049;size=1	0.1523	4372469;size=3	1053077;size=4	4372469;size=3	94.0	91.0	85.4	80.7	91.0	22	2	3	13	6	3	3.0	N
310283;size=1	0.6521	160457;size=43	694537;size=17	694537;size=17	95.1	85.2	90.9	83.5	90.9	12	2	9	24	0	1	4.1	Y
31142;size=1	0.0355	562919;size=2	4299287;size=2	562919;size=2	83.7	82.8	73.6	71.5	82.8	37	13	17	7	5	4	0.8	N
3117364;size=1	0.6912	562919;size=2	921911;size=3	562919;size=2	93.8	90.1	74.5	69.1	90.1	47	0	3	18	9	3	3.7	Y
311842;size=1	0.0388	1035792;size=2	4298123;size=3	1035792;size=2	89.9	89.5	85.7	91.2	89.5	11	1	6	5	4	13	0.4	N
3119358;size=1	0.4521	4324867;size=3	4363325;size=34	4324867;size=3	96.5	94.7	85.1	86.0	94.7	26	0	3	4	0	5	1.8	Y
312144;size=1	0.1851	4370064;size=26	921911;size=3	921911;size=3	95.7	75.6	94.9	74.8	94.9	2	0	0	51	4	6	0.9	N
312527;size=1	0.072	268729;size=2	212306;size=9	212306;size=9	94.7	90.1	93.4	90.5	93.4	3	0	1	15	4	8	1.2	N
312714;size=1	0.5366	81508;size=8	3022550;size=6	81508;size=8	98.8	95.5	92.3	89.4	95.5	17	1	0	8	0	2	3.3	Y
313245;size=1	0.01	993171;size=4	220798;size=22	993171;size=4	90.0	89.2	89.2	97.1	89.2	2	0	5	3	1	18	0.8	N
314585;size=1	0.1756	4253639;size=2	823609;size=3	4253639;size=2	93.1	89.4	86.9	84.5	89.4	16	1	8	12	3	5	3.7	N
315270;size=1	0.6849	587313;size=118	1105231;size=2	587313;size=118	96.6	92.4	81.4	78.1	92.4	37	1	3	12	2	2	4.2	Y
316151;size=1	0.0405	970732;size=4	251129;size=2	970732;size=4	90.0	88.0	85.5	80.7	88.0	21	10	10	10	5	0	2.0	N
316206;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
316520;size=1	0.0482	4140499;size=7	211112;size=2	211112;size=2	85.3	81.9	83.2	77.7	83.2	6	1	0	21	13	21	2.1	N
316663;size=1	0.0634	245454;size=2	3993340;size=2	3993340;size=2	89.9	85.8	88.3	86.2	88.3	4	0	1	19	9	15	1.6	N
317166;size=1	0.0255	546910;size=3	343837;size=5	343837;size=5	92.9	90.8	92.5	93.3	92.5	5	4	3	5	0	10	0.4	N
317304;size=1	0.8787	133283;size=2	207672;size=22	133283;size=2	93.6	88.1	81.4	78.8	88.1	30	1	10	13	0	4	5.5	Y
3176840;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
318155;size=1	0.1716	524058;size=2	204335;size=2	204335;size=2	97.1	92.1	95.8	93.3	95.8	3	0	1	12	0	6	1.3	N
318860;size=1	0.0276	3551;size=6	443417;size=3	3551;size=6	74.6	72.5	71.3	72.5	72.5	12	4	11	23	18	29	2.0	N
3190046;size=1	0.026	160457;size=43	4370983;size=2	4370983;size=2	95.7	93.6	95.3	94.0	95.3	3	2	4	6	1	3	0.4	N
3192549;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
319311;size=1	0.0501	547608;size=22	4359364;size=2	547608;size=22	92.7	91.0	91.0	91.4	91.0	4	0	0	9	5	13	1.6	N
3193318;size=1	0.1538	151439;size=2	245428;size=2	245428;size=2	92.9	78.8	92.1	81.3	92.1	3	1	2	35	1	13	0.8	N
3198540;size=1	0.3936	153982;size=2	4348929;size=6	4348929;size=6	96.3	87.6	93.0	84.3	93.0	9	1	7	22	1	0	3.3	Y
319885;size=1	0.0366	831859;size=3	970732;size=4	831859;size=3	85.7	83.3	83.3	85.3	83.3	15	9	15	7	1	10	2.4	N
319907;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
320195;size=1	1.3329	152024;size=2	220101;size=174	152024;size=2	95.8	89.4	79.2	74.6	89.4	42	3	7	15	0	0	6.4	Y
3202330;size=1	0.0672	4364519;size=3	921911;size=3	921911;size=3	89.2	83.8	87.5	90.0	87.5	4	0	11	15	2	13	1.7	N
320521;size=1	0.0253	214099;size=2	961607;size=8	961607;size=8	81.6	77.5	80.7	79.1	80.7	12	10	20	16	6	9	0.8	N
3209311;size=1	0.0694	242790;size=3	1138310;size=2	242790;size=3	86.9	86.5	78.4	76.3	86.5	24	3	4	16	15	10	0.4	N
321044;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
321088;size=1	2.7357	104669;size=2	873968;size=4	104669;size=2	97.2	92.0	79.1	75.9	92.0	45	0	5	13	0	2	5.2	Y
3213684;size=1	0.0602	3512738;size=6	4476762;size=2	4476762;size=2	95.5	93.1	93.9	93.5	93.9	4	0	7	8	2	2	1.6	N
321753;size=1	0.1534	1688707;size=5	1105523;size=8	1105523;size=8	92.7	87.9	88.4	84.5	88.4	14	4	11	12	1	1	4.3	N
322110;size=1	0.0438	717641;size=2	816377;size=2	816377;size=2	97.6	92.3	97.2	91.1	97.2	2	1	1	16	3	1	0.4	N
322588;size=1	0.0783	579706;size=7	3998350;size=2	3998350;size=2	96.1	92.7	94.8	91.8	94.8	3	0	0	10	2	7	1.3	N
3230522;size=1	0.0202	215528;size=2	824904;size=9	824904;size=9	80.0	76.6	78.7	76.2	78.7	8	5	13	19	11	18	1.3	N
3230744;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
323084;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
3231020;size=1	0.1214	238280;size=4	4465496;size=9	238280;size=4	96.7	95.5	90.6	87.3	95.5	16	1	1	8	5	1	1.2	N
323190;size=1	0.0	*	*	*	*	*	*	*	*	0	0	0	0	0	0	*	N
3233655;size=1	0.0704	4348041;size=2	248747;size=2	248747;size=2	91.1	85.6	90.3	91.1	90.3	3	1	15	13	0	5	0.8	N
3240955;size=1	0.0818	2984686;size=44	159384;size=6	159384;size=6	96.6	92.9	95.4	93.3	95.4	4	1	1	10	1	5	1.3	N
3244234;size=1	0.1015	207672;size=22	551166;size=3	207672;size=22	99.2	97.9	97.1	96.2	97.9	5	0	0	3	0	2	1.3	N
325164;size=1	0.023	915764;size=2	683436;size=7	915764;size=2	75.4	73.0	73.0	83.5	73.0	8	2	17	13	7	35	2.4	N
